country_pair_cat,year,ln_fdi_instock,l_ln_origin_gdp_pc,l_ln_host_gdp_pc,l_ln_origin_pop,l_ln_host_pop,log_dist,l_origin_social_protect_gdp,l_host_social_protect_gdp
GBR_BEL,2012,6.27536,10.773604,10.637118,16.216879,17.962748,5.780063,18.9746958,16.6773079
GBR_CHE,2004,5.8645744,10.780779,10.441883,15.808713,17.903965,6.618354,13.12021639,14.39856468
GBR_CHE,2005,6.111958,10.884444,10.598341,15.815588,17.909653,6.618354,13.11823211,14.68510588
GBR_CHE,2006,6.0880785,10.9142275,10.640745,15.821994,17.91652,6.618354,12.95402562,14.56364091
GBR_CHE,2007,6.501844,10.960922,10.6993475,15.828269,17.92387,6.618354,12.24180243,14.19733379
GBR_CHE,2008,6.07824,11.059665,10.82563,15.837206,17.931656,6.618354,11.74385063,14.26190541
GBR_CHE,2009,6.1708317,11.1911745,10.757596,15.849913,17.939528,6.618354,11.25197574,14.87103398
GBR_CHE,2010,6.3279424,11.155213,10.557224,15.862407,17.94709,6.618354,12.41128373,16.7649506
GBR_CHE,2011,6.384867,11.219973,10.573362,15.872823,17.95493,6.618354,12.39737421,16.88218834
GBR_CHE,2012,6.3386793,11.389804,10.637118,15.883942,17.962748,6.618354,12.25653634,16.6773079
GBR_CHN,2008,1.9395014,7.8987713,10.82563,20.999294,17.931656,9.0059395,4.135380177,14.26190541
GBR_CHN,2009,2.3979962,8.151422,10.757596,21.004417,17.939528,9.0059395,4.630288313,14.87103398
GBR_CHN,2010,1.8572716,8.251204,10.557224,21.009392,17.94709,9.0059395,5.418962124,16.7649506
GBR_CHN,2011,2.5490057,8.422982,10.573362,21.014221,17.95493,9.0059395,5.431603844,16.88218834
GBR_CHN,2012,2.958412,8.633755,10.637118,21.019012,17.962748,9.0059395,6.443186193,16.6773079
GBR_CYP,2004,0.62670165,9.91602,10.441883,13.809052,17.903965,8.078266,9.828650614,14.39856468
GBR_CYP,2005,0.7355693,10.07713,10.598341,13.825865,17.909653,8.078266,10.37138073,14.68510588
GBR_CYP,2006,1.321745,10.125,10.640745,13.842797,17.91652,8.078266,11.0414713,14.56364091
GBR_CYP,2007,2.3089352,10.193517,10.6993475,13.860012,17.92387,8.078266,10.58848529,14.19733379
GBR_CYP,2008,2.0852528,10.349612,10.82563,13.877276,17.931656,8.078266,9.979099568,14.26190541
GBR_CYP,2009,1.72725,10.474214,10.757596,13.893918,17.939528,8.078266,10.21408916,14.87103398
GBR_CYP,2010,3.6660807,10.376794,10.557224,13.909077,17.94709,8.078266,11.54196299,16.7649506
GBR_CYP,2011,3.7280552,10.33587,10.573362,13.922221,17.95493,8.078266,12.2028945,16.88218834
GBR_CYP,2012,4.180426,10.380766,10.637118,13.9331455,17.962748,8.078266,12.64260627,16.6773079
GBR_CZE,2004,-1.9382477,9.18739,10.441883,16.13731,17.903965,6.9440756,13.1074708,14.39856468
GBR_CZE,2005,-2.7709887,9.3661375,10.598341,16.137613,17.909653,6.9440756,12.01070126,14.68510588
GBR_CZE,2010,-2.1317124,9.890483,10.557224,16.161531,17.94709,6.9440756,13.12105178,16.7649506
GBR_CZE,2011,-0.8521916,9.893845,10.573362,16.164446,17.95493,6.9440756,13.21894659,16.88218834
GBR_CZE,2012,-0.2561995,9.985871,10.637118,16.166513,17.962748,6.9440756,13.20484263,16.6773079
GBR_DEU,2004,6.848973,10.32088,10.441883,18.228724,17.903965,6.2052913,21.00455839,14.39856468
GBR_DEU,2005,6.979134,10.438984,10.598341,18.228506,17.909653,6.2052913,20.6376232,14.68510588
GBR_DEU,2006,7.137937,10.454397,10.640745,18.227938,17.91652,6.2052913,20.63015568,14.56364091
GBR_DEU,2007,7.3043213,10.503638,10.6993475,18.22681,17.92387,6.2052913,19.81974303,14.19733379
GBR_DEU,2008,7.0637302,10.641006,10.82563,18.225473,17.931656,6.2052913,18.74201724,14.26190541
GBR_DEU,2009,7.095589,10.729836,10.757596,18.223572,17.939528,6.2052913,18.64599842,14.87103398
GBR_DEU,2010,6.7751455,10.63904,10.557224,18.221037,17.94709,6.2052913,20.56534216,16.7649506
GBR_DEU,2011,6.7104096,10.640306,10.573362,18.219505,17.95493,6.2052913,19.9060487,16.88218834
GBR_DEU,2012,6.9784994,10.7538595,10.637118,18.200968,17.962748,6.2052913,18.79846252,16.6773079
GBR_DNK,2004,4.035986,10.608039,10.441883,15.500162,17.903965,6.86651,23.7372377,14.39856468
GBR_DNK,2005,3.3774798,10.747457,10.598341,15.502747,17.909653,6.86651,23.44751202,14.68510588
GBR_DNK,2006,4.6106997,10.795482,10.640745,15.505502,17.91652,6.86651,22.73927274,14.56364091
GBR_DNK,2007,4.8469453,10.859518,10.6993475,15.508788,17.92387,6.86651,21.66823202,14.19733379
GBR_DNK,2008,4.954485,10.976561,10.82563,15.513223,17.931656,6.86651,21.46279774,14.26190541
GBR_DNK,2009,4.5576673,11.071658,10.757596,15.519098,17.939528,6.86651,21.59847236,14.87103398
GBR_DNK,2010,3.9743555,10.971009,10.557224,15.524449,17.94709,6.86651,24.27312947,16.7649506
GBR_DNK,2011,4.108499,10.968912,10.573362,15.528891,17.95493,6.86651,24.8365201,16.88218834
GBR_DNK,2012,4.5770383,11.030909,10.637118,15.533009,17.962748,6.86651,24.69269363,16.6773079
GBR_ESP,2004,4.6897936,9.975609,10.441883,17.557638,17.903965,7.1415453,12.74132764,14.39856468
GBR_ESP,2005,5.2108583,10.123372,10.598341,17.574892,17.909653,7.1415453,12.8069931,14.68510588
GBR_ESP,2006,6.1700068,10.185305,10.640745,17.591785,17.91652,7.1415453,12.72569597,14.56364091
GBR_ESP,2007,6.4645233,10.257049,10.6993475,17.60869,17.92387,7.1415453,12.69725211,14.19733379
GBR_ESP,2008,5.20442,10.395418,10.82563,17.627201,17.931656,7.1415453,12.84373621,14.26190541
GBR_ESP,2009,6.1669555,10.47952,10.757596,17.643154,17.939528,7.1415453,13.77849448,14.87103398
GBR_ESP,2010,6.3370104,10.383875,10.557224,17.652012,17.94709,7.1415453,16.01794909,16.7649506
GBR_ESP,2011,6.4974594,10.33321,10.573362,17.656614,17.95493,7.1415453,16.58628872,16.88218834
GBR_ESP,2012,6.537958,10.368331,10.637118,17.660168,17.962748,7.1415453,16.8241551,16.6773079
GBR_FIN,2004,3.0567098,10.398676,10.441883,15.466669,17.903965,7.510391,20.39665103,14.39856468
GBR_FIN,2005,2.7584405,10.535719,10.598341,15.469572,17.909653,7.510391,20.36888634,14.68510588
GBR_FIN,2006,2.9397879,10.570526,10.640745,15.472995,17.91652,7.510391,20.2102356,14.56364091
GBR_FIN,2007,2.791446,10.624267,10.6993475,15.476832,17.92387,7.510391,19.76548831,14.19733379
GBR_FIN,2008,2.4839475,10.784949,10.82563,15.481087,17.931656,7.510391,19.15169575,14.26190541
GBR_FIN,2009,2.595573,10.885591,10.757596,15.485743,17.939528,7.510391,19.41035873,14.87103398
GBR_FIN,2010,2.5816712,10.76018,10.557224,15.490524,17.94709,7.510391,22.68586801,16.7649506
GBR_FIN,2011,2.6639357,10.7407875,10.573362,15.4951,17.95493,7.510391,22.8059861,16.88218834
GBR_FIN,2012,3.519248,10.835469,10.637118,15.499735,17.962748,7.510391,22.65415073,16.6773079
GBR_FRA,2004,6.8937564,10.294461,10.441883,17.946587,17.903965,5.8375773,21.28234721,14.39856468
GBR_FRA,2005,7.069009,10.4264765,10.598341,17.95395,17.909653,5.8375773,21.24219272,14.68510588
GBR_FRA,2006,7.236215,10.456228,10.640745,17.961489,17.91652,5.8375773,21.33410348,14.56364091
GBR_FRA,2007,7.1313367,10.503522,10.6993475,17.96846,17.92387,5.8375773,21.59195867,14.19733379
GBR_FRA,2008,6.738596,10.633652,10.82563,17.974648,17.931656,5.8375773,21.66630609,14.26190541
GBR_FRA,2009,7.177011,10.721815,10.757596,17.980236,17.939528,5.8375773,21.84733836,14.87103398
GBR_FRA,2010,7.038416,10.635264,10.557224,17.98538,17.94709,5.8375773,23.70500852,16.7649506
GBR_FRA,2011,6.9122024,10.612467,10.573362,17.99032,17.95493,5.8375773,23.67431485,16.88218834
GBR_FRA,2012,7.163831,10.687178,10.637118,17.995157,17.962748,5.8375773,23.69992941,16.6773079
GBR_GRC,2004,0.875163,9.824313,10.441883,16.206844,17.903965,7.781076,14.29473743,14.39856468
GBR_GRC,2005,0.7651281,9.996755,10.598341,16.20932,17.909653,7.781076,14.02930063,14.68510588
GBR_GRC,2006,1.0299393,10.023567,10.640745,16.212252,17.91652,7.781076,14.90549181,14.56364091
GBR_GRC,2007,1.3880572,10.118646,10.6993475,16.215256,17.92387,7.781076,15.12287595,14.19733379
GBR_GRC,2008,1.2808801,10.269079,10.82563,16.217802,17.931656,7.781076,15.71069426,14.26190541
GBR_GRC,2009,2.0940006,10.373406,10.757596,16.220457,17.939528,7.781076,17.04202653,14.87103398
GBR_GRC,2010,2.4266655,10.299272,10.557224,16.223087,17.94709,7.781076,18.64322581,16.7649506
GBR_GRC,2011,2.5805542,10.2005415,10.573362,16.224377,17.95493,7.781076,18.80671235,16.88218834
GBR_GRC,2012,2.4128,10.162627,10.637118,16.222897,17.962748,7.781076,20.21262722,16.6773079
GBR_HUN,2004,-1.2451005,9.038763,10.441883,16.130968,17.903965,7.281844,15.66955352,14.39856468
GBR_HUN,2005,-1.6723763,9.239544,10.598341,16.128754,17.909653,7.281844,15.71184779,14.68510588
GBR_HUN,2006,-1.2809446,9.324203,10.640745,16.126764,17.91652,7.281844,16.5940466,14.56364091
GBR_HUN,2007,-1.2860913,9.345554,10.6993475,16.125208,17.92387,7.281844,17.25369621,14.19733379
GBR_HUN,2008,-1.1215504,9.540184,10.82563,16.123657,17.931656,7.281844,17.22563371,14.26190541
GBR_HUN,2009,-2.4190543,9.663943,10.757596,16.121906,17.939528,7.281844,17.40608738,14.87103398
GBR_HUN,2010,-1.7750375,9.475,10.557224,16.120358,17.94709,7.281844,18.11952728,16.7649506
GBR_HUN,2011,-1.4712309,9.479774,10.573362,16.118097,17.95493,7.281844,17.40301115,16.88218834
GBR_HUN,2012,-1.4672898,9.555215,10.637118,16.115265,17.962748,7.281844,16.92267971,16.6773079
GBR_IRL,2004,4.791377,10.623932,10.441883,15.200934,17.903965,6.1321206,11.25510773,14.39856468
GBR_IRL,2005,5.0047073,10.771239,10.598341,15.219218,17.909653,6.1321206,11.18459036,14.68510588
GBR_IRL,2006,5.2443295,10.837191,10.640745,15.241005,17.91652,6.1321206,12.10179275,14.56364091
GBR_IRL,2007,5.315931,10.902398,10.6993475,15.267965,17.92387,6.1321206,12.31335989,14.19733379
GBR_IRL,2008,5.1132526,11.024509,10.82563,15.296875,17.931656,6.1321206,13.08713338,14.26190541
GBR_IRL,2009,5.266741,11.022917,10.757596,15.317262,17.939528,6.1321206,15.45493468,14.87103398
GBR_IRL,2010,5.0839477,10.861019,10.557224,15.327418,17.94709,6.1321206,18.01906072,16.7649506
GBR_IRL,2011,5.1965437,10.793746,10.573362,15.332868,17.95493,6.1321206,17.72877416,16.88218834
GBR_IRL,2012,5.4370313,10.85609,10.637118,15.337228,17.962748,6.1321206,16.19964876,16.6773079
GBR_ISL,2010,2.8351202,10.629427,10.557224,12.671374,17.94709,7.5453153,10.40151587,16.7649506
GBR_ISL,2011,2.693217,10.669535,10.573362,12.669935,17.95493,7.5453153,10.28651938,16.88218834
GBR_ITA,2004,5.081049,10.217832,10.441883,17.864042,17.903965,7.271304,17.25537118,14.39856468
GBR_ITA,2005,4.8500433,10.347358,10.598341,17.870514,17.909653,7.271304,17.28979544,14.68510588
GBR_ITA,2006,4.6419735,10.372217,10.640745,17.875427,17.91652,7.271304,17.35882974,14.56364091
GBR_ITA,2007,4.7261963,10.416633,10.6993475,17.878433,17.92387,7.271304,17.39468496,14.19733379
GBR_ITA,2008,4.6243334,10.537383,10.82563,17.883482,17.931656,7.271304,17.53495229,14.26190541
GBR_ITA,2009,4.459066,10.612513,10.757596,17.890106,17.939528,7.271304,18.10799484,14.87103398
GBR_ITA,2010,2.5464425,10.518047,10.557224,17.894663,17.94709,7.271304,19.81482353,16.7649506
GBR_ITA,2011,3.5422575,10.487082,10.573362,17.89774,17.95493,7.271304,19.85822498,16.88218834
GBR_ITA,2012,4.9782033,10.554111,10.637118,17.899458,17.962748,7.271304,19.77946345,16.6773079
GBR_JPN,2008,6.212877,10.470936,10.82563,18.66755,17.931656,9.166831,13.38959311,14.26190541
GBR_JPN,2009,6.0838776,10.579979,10.757596,18.668034,17.939528,9.166831,14.02792349,14.87103398
GBR_JPN,2010,6.1493244,10.617788,10.557224,18.667908,17.94709,9.166831,15.84652534,16.7649506
GBR_JPN,2011,6.2478356,10.703417,10.573362,18.668087,17.95493,9.166831,15.98554543,16.88218834
GBR_JPN,2012,6.529749,10.78245,10.637118,18.666235,17.962748,9.166831,16.67997535,16.6773079
GBR_MLT,2004,-2.1205692,9.52442,10.441883,12.895669,17.903965,7.646006,13.094692,14.39856468
GBR_MLT,2005,-1.3846942,9.62305,10.598341,12.902385,17.909653,7.646006,13.18982448,14.68510588
GBR_MLT,2006,-1.2809446,9.67,10.640745,12.908759,17.91652,7.646006,13.15133026,14.56364091
GBR_MLT,2007,0.35613635,9.72146,10.6993475,12.912402,17.92387,7.646006,13.26494673,14.19733379
GBR_MLT,2008,0.116823845,9.871768,10.82563,12.91589,17.931656,7.646006,13.38159168,14.26190541
GBR_MLT,2009,-0.15729125,9.995552,10.757596,12.922397,17.939528,7.646006,13.31013202,14.87103398
GBR_MLT,2010,1.0698719,9.936708,10.557224,12.929935,17.94709,7.646006,14.18311566,16.7649506
GBR_MLT,2011,1.5664656,9.9564495,10.573362,12.934848,17.95493,7.646006,13.72902552,16.88218834
GBR_MLT,2012,2.8521013,10.035543,10.637118,12.939085,17.962748,7.646006,13.80398414,16.6773079
GBR_NLD,2004,7.0401397,10.482127,10.441883,16.602083,17.903965,5.8869786,15.63230046,14.39856468
GBR_NLD,2005,7.5981073,10.605654,10.598341,16.605556,17.909653,5.8869786,15.48803482,14.68510588
GBR_NLD,2006,7.9280868,10.644926,10.640745,16.607893,17.91652,5.8869786,15.06853542,14.56364091
GBR_NLD,2007,7.845413,10.711376,10.6993475,16.6095,17.92387,5.8869786,14.69123046,14.19733379
GBR_NLD,2008,7.712262,10.85386,10.82563,16.611675,17.931656,5.8869786,14.41994929,14.26190541
GBR_NLD,2009,7.5876937,10.9620495,10.757596,16.615568,17.939528,5.8869786,14.72733228,14.87103398
GBR_NLD,2010,7.5512266,10.868835,10.557224,16.62071,17.94709,5.8869786,16.38206139,16.7649506
GBR_NLD,2011,7.6394076,10.838601,10.573362,16.62584,17.95493,5.8869786,16.74674235,16.88218834
GBR_NLD,2012,7.7719502,10.899686,10.637118,16.630505,17.962748,5.8869786,16.74997963,16.6773079
GBR_NOR,2004,1.7589306,10.822009,10.441883,15.333898,17.903965,7.0536757,17.95089321,14.39856468
GBR_NOR,2005,3.1197343,10.960762,10.598341,15.339807,17.909653,7.0536757,17.18542454,14.68510588
GBR_NOR,2006,3.1104133,11.10909,10.640745,15.346618,17.91652,7.0536757,15.96301751,14.56364091
GBR_NOR,2007,3.5567825,11.213369,10.6993475,15.3546715,17.92387,7.0536757,15.138222,14.19733379
GBR_NOR,2008,3.3721294,11.352415,10.82563,15.365019,17.931656,7.0536757,15.20276679,14.26190541
GBR_NOR,2009,3.4536266,11.482548,10.757596,15.377482,17.939528,7.0536757,14.97040395,14.87103398
GBR_NOR,2010,3.3741996,11.290621,10.557224,15.390093,17.94709,7.0536757,17.57294141,16.7649506
GBR_NOR,2011,3.672936,11.382478,10.573362,15.40255,17.95493,7.0536757,17.38817977,16.88218834
GBR_NOR,2012,4.408443,11.520013,10.637118,15.415522,17.962748,7.0536757,17.17232632,16.6773079
GBR_NZL,2012,2.203571,10.556504,10.637118,15.293472,17.962748,9.859909,16.57072026,16.6773079
GBR_POL,2004,-1.7840971,8.647059,10.441883,17.458466,17.903965,7.280452,18.90901138,14.39856468
GBR_POL,2005,-0.8250785,8.80705,10.598341,17.45788,17.909653,7.280452,17.58158115,14.68510588
GBR_POL,2006,0.79849696,8.989819,10.640745,17.457441,17.91652,7.280452,17.08798955,14.56364091
GBR_POL,2007,0.5464901,9.109274,10.6993475,17.456808,17.92387,7.280452,16.81267513,14.19733379
GBR_POL,2008,0.21345069,9.328607,10.82563,17.456264,17.931656,7.280452,15.59626832,14.26190541
GBR_POL,2009,-1.2559035,9.546916,10.757596,17.4564,17.939528,7.280452,15.50250951,14.87103398
GBR_POL,2010,-0.8195261,9.352499,10.557224,17.457079,17.94709,7.280452,16.10972972,16.7649506
GBR_POL,2011,0.47467932,9.441415,10.573362,17.454222,17.95493,7.280452,16.31995955,16.88218834
GBR_POL,2012,0.211141,9.539177,10.637118,17.45476,17.962748,7.280452,15.50799678,16.6773079
GBR_PRT,2004,0.9973806,9.666038,10.441883,16.162956,17.903965,7.3671346,14.26019665,14.39856468
GBR_PRT,2005,0.8399293,9.800656,10.598341,16.165348,17.909653,7.3671346,14.5622616,14.68510588
GBR_PRT,2006,1.0381697,9.840811,10.640745,16.167202,17.91652,7.3671346,14.93918789,14.56364091
GBR_PRT,2007,1.6316793,9.89452,10.6993475,16.169006,17.92387,7.3671346,15.00242468,14.19733379
GBR_PRT,2008,1.6128172,10.033641,10.82563,16.170969,17.931656,7.3671346,14.76488507,14.26190541
GBR_PRT,2009,2.3684373,10.119228,10.757596,16.172411,17.939528,7.3671346,15.09827324,14.87103398
GBR_PRT,2010,2.7158434,10.046027,10.557224,16.173365,17.94709,7.3671346,17.04483717,16.7649506
GBR_PRT,2011,1.6001389,10.022987,10.573362,16.173824,17.95493,7.3671346,17.13996959,16.88218834
GBR_PRT,2012,2.1339288,10.0517435,10.637118,16.172352,17.962748,7.3671346,17.7478101,16.6773079
GBR_RUS,2011,3.0923731,9.27566,10.573362,18.777302,17.95493,7.8283887,12.43516566,16.88218834
GBR_RUS,2012,2.9986184,9.571589,10.637118,18.778082,17.962748,7.8283887,11.1555976,16.6773079
GBR_SGP,2004,3.0997865,10.074502,10.441883,15.230107,17.903965,9.293665,0.383441482,14.39856468
GBR_SGP,2005,3.0715892,10.225881,10.598341,15.242626,17.909653,9.293665,0.521757603,14.68510588
GBR_SGP,2006,4.539633,10.307661,10.640745,15.266131,17.91652,9.293665,0.295179984,14.56364091
GBR_SGP,2007,5.637947,10.427303,10.6993475,15.297425,17.92387,9.293665,1.171034982,14.19733379
GBR_SGP,2008,3.2319481,10.582356,10.82563,15.339086,17.931656,9.293665,0.554101791,14.26190541
GBR_SGP,2009,4.139427,10.596822,10.757596,15.392301,17.939528,9.293665,2.017057111,14.87103398
GBR_SGP,2010,4.6408772,10.569448,10.557224,15.42246,17.94709,9.293665,2.132510059,16.7649506
GBR_SGP,2011,4.140071,10.762932,10.573362,15.440178,17.95493,9.293665,1.121568328,16.88218834
GBR_SGP,2012,4.2907104,10.894709,10.637118,15.461027,17.962748,9.293665,1.565436577,16.6773079
GBR_SWE,2004,4.224716,10.518906,10.441883,16.008083,17.903965,7.27071,22.96174777,14.39856468
GBR_SWE,2005,4.281444,10.65707,10.598341,16.012016,17.909653,7.27071,22.5212336,14.68510588
GBR_SWE,2006,4.5560565,10.672084,10.640745,16.016016,17.91652,7.27071,22.1310256,14.56364091
GBR_SWE,2007,4.5981593,10.743167,10.6993475,16.02164,17.92387,7.27071,21.32402185,14.19733379
GBR_SWE,2008,4.2840505,10.88534,10.82563,16.029057,17.931656,7.27071,20.20410284,14.26190541
GBR_SWE,2009,4.7142415,10.92978,10.757596,16.036846,17.939528,7.27071,20.09499124,14.87103398
GBR_SWE,2010,4.133045,10.741952,10.557224,16.045364,17.94709,7.27071,21.77375578,16.7649506
GBR_SWE,2011,4.434715,10.861552,10.573362,16.05389,17.95493,7.27071,20.69178256,16.88218834
GBR_SWE,2012,4.8587317,10.996519,10.637118,16.061441,17.962748,7.27071,20.03710418,16.6773079
GBR_USA,2004,7.9823346,10.583967,10.441883,19.485764,17.903965,8.625179,7.095504113,14.39856468
GBR_USA,2005,8.047182,10.638563,10.598341,19.495018,17.909653,8.625179,6.869351488,14.68510588
GBR_USA,2006,8.282866,10.69455,10.640745,19.504236,17.91652,8.625179,6.781991505,14.56364091
GBR_USA,2007,8.254799,10.742869,10.6993475,19.513878,17.92387,8.625179,6.707120727,14.19733379
GBR_USA,2008,7.9185295,10.778456,10.82563,19.523388,17.931656,8.625179,6.712153959,14.26190541
GBR_USA,2009,8.016273,10.786895,10.757596,19.532846,17.939528,8.625179,7.732597241,14.87103398
GBR_USA,2010,8.119223,10.760028,10.557224,19.541615,17.94709,8.625179,8.652186927,16.7649506
GBR_USA,2011,8.187365,10.788635,10.573362,19.549906,17.95493,8.625179,9.009683132,16.88218834
GBR_USA,2012,8.397899,10.817438,10.637118,19.557167,17.962748,8.625179,8.619429825,16.6773079
GBR_ZAF,2004,1.9603523,8.229847,10.441883,17.659666,17.903965,9.177992,4.71691837,14.39856468
GBR_ZAF,2005,1.3561457,8.483354,10.598341,17.671843,17.909653,9.177992,4.799532447,14.68510588
GBR_ZAF,2006,1.1016833,8.591119,10.640745,17.684221,17.91652,9.177992,4.859832582,14.56364091
GRC_AUT,2004,0.16727428,10.380432,9.824313,15.910016,16.206844,7.157424,20.97219299,14.29473743
GRC_AUT,2005,-0.024930414,10.513838,9.996755,15.91622,16.20932,7.157424,20.56136148,14.02930063
GRC_AUT,2006,0.073306404,10.555894,10.023567,15.923033,16.212252,7.157424,20.23215577,14.90549181
GRC_AUT,2007,0.1635964,10.612392,10.118646,15.92798,16.215256,7.157424,19.85819445,15.12287595
GRC_AUT,2008,2.0138733,10.754829,10.269079,15.931222,16.217802,7.157424,19.40548895,15.71069426
GRC_AUT,2009,2.7153351,10.853383,10.373406,15.934353,16.220457,7.157424,19.58206629,17.04202653
GRC_AUT,2010,2.2742426,10.778189,10.299272,15.936972,16.223087,7.157424,21.23554083,18.64322581
GRC_AUT,2011,2.1725402,10.754878,10.2005415,15.939376,16.224377,7.157424,21.39940439,18.80671235
GRC_AUT,2012,1.0398076,10.846906,10.162627,15.942747,16.222897,7.157424,20.69431497,20.21262722
GRC_BEL,2004,1.6571451,10.3334465,9.824313,16.15502,16.206844,7.6445484,17.30566062,14.29473743
GRC_BEL,2005,0.71091574,10.479812,9.996755,16.159348,16.20932,7.6445484,17.15842403,14.02930063
GRC_BEL,2006,0.55398166,10.517788,10.023567,16.164846,16.212252,7.6445484,17.0013484,14.90549181
GRC_BEL,2007,0.77423227,10.567525,10.118646,16.171442,16.215256,7.6445484,16.99038459,15.12287595
GRC_BEL,2008,0.6438952,10.701079,10.269079,16.178785,16.217802,7.6445484,16.74554411,15.71069426
GRC_BEL,2009,0.7906438,10.787763,10.373406,16.186686,16.220457,7.6445484,17.4034502,17.04202653
GRC_BEL,2010,1.9587301,10.7117605,10.299272,16.194733,16.223087,7.6445484,19.09745657,18.64322581
GRC_BEL,2011,1.5240588,10.700548,10.2005415,16.203869,16.224377,7.6445484,18.79569981,18.80671235
GRC_BEL,2012,0.5820004,10.773604,10.162627,16.216879,16.222897,7.6445484,18.9746958,20.21262722
GRC_CHE,2004,2.3966775,10.780779,9.824313,15.808713,16.206844,7.4161687,13.12021639,14.29473743
GRC_CHE,2005,1.5198066,10.884444,9.996755,15.815588,16.20932,7.4161687,13.11823211,14.02930063
GRC_CHE,2006,1.6699983,10.9142275,10.023567,15.821994,16.212252,7.4161687,12.95402562,14.90549181
GRC_CHE,2007,2.0724497,10.960922,10.118646,15.828269,16.215256,7.4161687,12.24180243,15.12287595
GRC_CHE,2008,2.1034865,11.059665,10.269079,15.837206,16.217802,7.4161687,11.74385063,15.71069426
GRC_CHE,2009,2.0825222,11.1911745,10.373406,15.849913,16.220457,7.4161687,11.25197574,17.04202653
GRC_CHE,2010,2.3900075,11.155213,10.299272,15.862407,16.223087,7.4161687,12.41128373,18.64322581
GRC_CHE,2011,2.089391,11.219973,10.2005415,15.872823,16.224377,7.4161687,12.39737421,18.80671235
GRC_CHE,2012,2.4882274,11.389804,10.162627,15.883942,16.222897,7.4161687,12.25653634,20.21262722
GRC_CYP,2004,2.1486533,9.91602,9.824313,13.809052,16.206844,6.8196445,9.828650614,14.29473743
GRC_CYP,2005,2.2501144,10.07713,9.996755,13.825865,16.20932,6.8196445,10.37138073,14.02930063
GRC_CYP,2006,2.8527,10.125,10.023567,13.842797,16.212252,6.8196445,11.0414713,14.90549181
GRC_CYP,2007,3.6322029,10.193517,10.118646,13.860012,16.215256,6.8196445,10.58848529,15.12287595
GRC_CYP,2008,3.5225117,10.349612,10.269079,13.877276,16.217802,6.8196445,9.979099568,15.71069426
GRC_CYP,2009,1.1791595,10.474214,10.373406,13.893918,16.220457,6.8196445,10.21408916,17.04202653
GRC_CYP,2010,3.6166887,10.376794,10.299272,13.909077,16.223087,6.8196445,11.54196299,18.64322581
GRC_CYP,2011,2.7448,10.33587,10.2005415,13.922221,16.224377,6.8196445,12.2028945,18.80671235
GRC_DEU,2004,3.0756872,10.32088,9.824313,18.228724,16.206844,7.5961823,21.00455839,14.29473743
GRC_DEU,2005,2.7026522,10.438984,9.996755,18.228506,16.20932,7.5961823,20.6376232,14.02930063
GRC_DEU,2006,2.736025,10.454397,10.023567,18.227938,16.212252,7.5961823,20.63015568,14.90549181
GRC_DEU,2007,2.8098536,10.503638,10.118646,18.22681,16.215256,7.5961823,19.81974303,15.12287595
GRC_DEU,2008,3.9006736,10.641006,10.269079,18.225473,16.217802,7.5961823,18.74201724,15.71069426
GRC_DEU,2009,3.8096316,10.729836,10.373406,18.223572,16.220457,7.5961823,18.64599842,17.04202653
GRC_DEU,2010,3.640484,10.63904,10.299272,18.221037,16.223087,7.5961823,20.56534216,18.64322581
GRC_DEU,2011,3.5467603,10.640306,10.2005415,18.219505,16.224377,7.5961823,19.9060487,18.80671235
GRC_DEU,2012,3.681833,10.7538595,10.162627,18.200968,16.222897,7.5961823,18.79846252,20.21262722
GRC_DNK,2004,0.5290457,10.608039,9.824313,15.500162,16.206844,7.6664724,23.7372377,14.29473743
GRC_DNK,2005,-0.92766434,10.747457,9.996755,15.502747,16.20932,7.6664724,23.44751202,14.02930063
GRC_DNK,2006,-0.7020228,10.795482,10.023567,15.505502,16.212252,7.6664724,22.73927274,14.90549181
GRC_DNK,2007,-0.40461567,10.859518,10.118646,15.508788,16.215256,7.6664724,21.66823202,15.12287595
GRC_DNK,2008,-0.44894087,10.976561,10.269079,15.513223,16.217802,7.6664724,21.46279774,15.71069426
GRC_DNK,2009,-0.44280785,11.071658,10.373406,15.519098,16.220457,7.6664724,21.59847236,17.04202653
GRC_DNK,2010,1.4581031,10.971009,10.299272,15.524449,16.223087,7.6664724,24.27312947,18.64322581
GRC_DNK,2011,1.3815355,10.968912,10.2005415,15.528891,16.224377,7.6664724,24.8365201,18.80671235
GRC_DNK,2012,1.0078447,11.030909,10.162627,15.533009,16.222897,7.6664724,24.69269363,20.21262722
GRC_ESP,2004,-0.26326802,9.975609,9.824313,17.557638,16.206844,7.771869,12.74132764,14.29473743
GRC_ESP,2005,0.8225395,10.123372,9.996755,17.574892,16.20932,7.771869,12.8069931,14.02930063
GRC_ESP,2006,1.2852287,10.185305,10.023567,17.591785,16.212252,7.771869,12.72569597,14.90549181
GRC_ESP,2007,2.513494,10.257049,10.118646,17.60869,16.215256,7.771869,12.69725211,15.12287595
GRC_ESP,2008,2.628043,10.395418,10.269079,17.627201,16.217802,7.771869,12.84373621,15.71069426
GRC_ESP,2009,2.7383282,10.47952,10.373406,17.643154,16.220457,7.771869,13.77849448,17.04202653
GRC_ESP,2010,2.7473717,10.383875,10.299272,17.652012,16.223087,7.771869,16.01794909,18.64322581
